id_tienda,tipo_tienda,provincia,supervisor,fecha,dia_del_mes,mes_del_anio,semana_del_anio,es_quincena,es_feriado,dia_de_la_semana,horas_operacion,pos_en_uso,clientes_totales,clientes_vip,volumen,
xyz,FS,SAN JOSE,2015622_080,01/01/2009, 1 , 1 , 1 , VERDADERO , Feriado ,Jueves,17,ND,385,167,medio,
xyz,FS,SAN JOSE,2015622_080,02/01/2009, 2 , 1 , 1 , VERDADERO , NO ,Viernes,19,ND,400,147,medio,
xyz,FS,SAN JOSE,2015622_080,03/01/2009, 3 , 1 , 1 , VERDADERO , NO ,Sabado,20,ND,409,166,medio,
xyz,FS,SAN JOSE,2015622_080,04/01/2009, 4 , 1 , 2 , FALSO , NO ,Domingo,19,ND,455,185,medio,
xyz,FS,SAN JOSE,2015622_080,05/01/2009, 5 , 1 , 2 , FALSO , NO ,Lunes,19,ND,301,83,medio,
xyz,FS,SAN JOSE,2015622_080,06/01/2009, 6 , 1 , 2 , FALSO , NO ,Martes,18,ND,307,94,medio,
xyz,FS,SAN JOSE,2015622_080,07/01/2009, 7 , 1 , 2 , FALSO , NO ,Miercoles,19,ND,305,95,medio,
xyz,FS,SAN JOSE,2015622_080,08/01/2009, 8 , 1 , 2 , FALSO , NO ,Jueves,19,ND,288,75,medio,
xyz,FS,SAN JOSE,2015622_080,09/01/2009, 9 , 1 , 2 , FALSO , NO ,Viernes,20,ND,372,98,medio,
xyz,FS,SAN JOSE,2015622_080,10/01/2009, 10 , 1 , 2 , FALSO , NO ,Sabado,19,ND,446,189,medio,
xyz,FS,SAN JOSE,2015622_080,11/01/2009, 11 , 1 , 3 , FALSO , NO ,Domingo,18,ND,428,186,medio,
xyz,FS,SAN JOSE,2015622_080,12/01/2009, 12 , 1 , 3 , FALSO , NO ,Lunes,18,ND,297,65,medio,
xyz,FS,SAN JOSE,2015622_080,13/01/2009, 13 , 1 , 3 , VERDADERO , NO ,Martes,18,ND,363,83,medio,
xyz,FS,SAN JOSE,2015622_080,14/01/2009, 14 , 1 , 3 , VERDADERO , NO ,Miercoles,18,ND,344,89,medio,
xyz,FS,SAN JOSE,2015622_080,15/01/2009, 15 , 1 , 3 , VERDADERO , NO ,Jueves,18,ND,404,102,medio,
xyz,FS,SAN JOSE,2015622_080,16/01/2009, 16 , 1 , 3 , VERDADERO , NO ,Viernes,19,ND,511,109,alto,
xyz,FS,SAN JOSE,2015622_080,17/01/2009, 17 , 1 , 3 , VERDADERO , NO ,Sabado,20,ND,547,180,alto,
xyz,FS,SAN JOSE,2015622_080,18/01/2009, 18 , 1 , 4 , FALSO , NO ,Domingo,18,ND,516,174,alto,
xyz,FS,SAN JOSE,2015622_080,19/01/2009, 19 , 1 , 4 , FALSO , NO ,Lunes,18,ND,323,57,medio,
xyz,FS,SAN JOSE,2015622_080,20/01/2009, 20 , 1 , 4 , FALSO , NO ,Martes,18,ND,356,69,medio,
xyz,FS,SAN JOSE,2015622_080,21/01/2009, 21 , 1 , 4 , FALSO , NO ,Miercoles,18,ND,363,76,medio,
xyz,FS,SAN JOSE,2015622_080,22/01/2009, 22 , 1 , 4 , FALSO , NO ,Jueves,18,ND,401,87,medio,
xyz,FS,SAN JOSE,2015622_080,23/01/2009, 23 , 1 , 4 , FALSO , NO ,Viernes,19,ND,481,118,medio,
xyz,FS,SAN JOSE,2015622_080,24/01/2009, 24 , 1 , 4 , FALSO , NO ,Sabado,20,ND,540,147,alto,
xyz,FS,SAN JOSE,2015622_080,25/01/2009, 25 , 1 , 5 , FALSO , NO ,Domingo,19,ND,472,163,medio,
xyz,FS,SAN JOSE,2015622_080,26/01/2009, 26 , 1 , 5 , FALSO , NO ,Lunes,18,ND,334,78,medio,
xyz,FS,SAN JOSE,2015622_080,27/01/2009, 27 , 1 , 5 , FALSO , NO ,Martes,18,ND,372,83,medio,
xyz,FS,SAN JOSE,2015622_080,28/01/2009, 28 , 1 , 5 , VERDADERO , NO ,Miercoles,18,ND,358,71,medio,
xyz,FS,SAN JOSE,2015622_080,29/01/2009, 29 , 1 , 5 , VERDADERO , NO ,Jueves,18,ND,392,85,medio,
xyz,FS,SAN JOSE,2015622_080,30/01/2009, 30 , 1 , 5 , VERDADERO , NO ,Viernes,20,ND,513,113,alto,
xyz,FS,SAN JOSE,2015622_080,31/01/2009, 31 , 1 , 5 , VERDADERO , NO ,Sabado,19,ND,563,172,alto,
xyz,FS,SAN JOSE,2015622_080,01/02/2009, 1 , 2 , 6 , VERDADERO , NO ,Domingo,18,ND,535,192,alto,
xyz,FS,SAN JOSE,2015622_080,02/02/2009, 2 , 2 , 6 , VERDADERO , NO ,Lunes,19,ND,350,85,medio,
xyz,FS,SAN JOSE,2015622_080,03/02/2009, 3 , 2 , 6 , VERDADERO , NO ,Martes,18,ND,324,77,medio,
xyz,FS,SAN JOSE,2015622_080,04/02/2009, 4 , 2 , 6 , FALSO , NO ,Miercoles,19,ND,349,68,medio,
xyz,FS,SAN JOSE,2015622_080,05/02/2009, 5 , 2 , 6 , FALSO , NO ,Jueves,13,ND,192,27,bajo,
xyz,FS,SAN JOSE,2015622_080,06/02/2009, 6 , 2 , 6 , FALSO , NO ,Viernes,19,ND,446,92,medio,
xyz,FS,SAN JOSE,2015622_080,07/02/2009, 7 , 2 , 6 , FALSO , NO ,Sabado,20,ND,564,167,alto,
xyz,FS,SAN JOSE,2015622_080,08/02/2009, 8 , 2 , 7 , FALSO , NO ,Domingo,19,ND,485,182,medio,
xyz,FS,SAN JOSE,2015622_080,09/02/2009, 9 , 2 , 7 , FALSO , NO ,Lunes,18,ND,339,64,medio,
xyz,FS,SAN JOSE,2015622_080,10/02/2009, 10 , 2 , 7 , FALSO , NO ,Martes,18,ND,328,66,medio,
xyz,FS,SAN JOSE,2015622_080,11/02/2009, 11 , 2 , 7 , FALSO , NO ,Miercoles,19,ND,357,67,medio,
xyz,FS,SAN JOSE,2015622_080,12/02/2009, 12 , 2 , 7 , FALSO , NO ,Jueves,20,ND,313,67,medio,
xyz,FS,SAN JOSE,2015622_080,13/02/2009, 13 , 2 , 7 , VERDADERO , NO ,Viernes,24,ND,468,104,medio,
xyz,FS,SAN JOSE,2015622_080,14/02/2009, 14 , 2 , 7 , VERDADERO , NO ,Sabado,24,ND,586,194,alto,
xyz,FS,SAN JOSE,2015622_080,15/02/2009, 15 , 2 , 8 , VERDADERO , NO ,Domingo,19,ND,546,217,alto,
xyz,FS,SAN JOSE,2015622_080,16/02/2009, 16 , 2 , 8 , VERDADERO , NO ,Lunes,18,ND,303,55,medio,
xyz,FS,SAN JOSE,2015622_080,17/02/2009, 17 , 2 , 8 , VERDADERO , NO ,Martes,19,ND,310,53,medio,
xyz,FS,SAN JOSE,2015622_080,18/02/2009, 18 , 2 , 8 , FALSO , NO ,Miercoles,18,ND,338,60,medio,
xyz,FS,SAN JOSE,2015622_080,19/02/2009, 19 , 2 , 8 , FALSO , NO ,Jueves,21,ND,324,42,medio,
xyz,FS,SAN JOSE,2015622_080,20/02/2009, 20 , 2 , 8 , FALSO , NO ,Viernes,23,ND,384,81,medio,
xyz,FS,SAN JOSE,2015622_080,21/02/2009, 21 , 2 , 8 , FALSO , NO ,Sabado,24,ND,541,163,alto,
xyz,FS,SAN JOSE,2015622_080,22/02/2009, 22 , 2 , 9 , FALSO , NO ,Domingo,19,ND,465,169,medio,
xyz,FS,SAN JOSE,2015622_080,23/02/2009, 23 , 2 , 9 , FALSO , NO ,Lunes,19,ND,313,57,medio,
xyz,FS,SAN JOSE,2015622_080,24/02/2009, 24 , 2 , 9 , FALSO , NO ,Martes,19,ND,313,44,medio,
xyz,FS,SAN JOSE,2015622_080,25/02/2009, 25 , 2 , 9 , FALSO , NO ,Miercoles,18,ND,331,55,medio,
xyz,FS,SAN JOSE,2015622_080,26/02/2009, 26 , 2 , 9 , FALSO , NO ,Jueves,22,ND,371,66,medio,
xyz,FS,SAN JOSE,2015622_080,27/02/2009, 27 , 2 , 9 , FALSO , NO ,Viernes,24,ND,495,106,medio,
xyz,FS,SAN JOSE,2015622_080,28/02/2009, 28 , 2 , 9 , VERDADERO , NO ,Sabado,24,ND,608,187,alto,
xyz,FS,SAN JOSE,2015622_080,01/03/2009, 1 , 3 , 10 , VERDADERO , NO ,Domingo,21,ND,529,204,alto,
xyz,FS,SAN JOSE,2015622_080,02/03/2009, 2 , 3 , 10 , VERDADERO , NO ,Lunes,19,ND,337,55,medio,
xyz,FS,SAN JOSE,2015622_080,03/03/2009, 3 , 3 , 10 , VERDADERO , NO ,Martes,19,ND,329,51,medio,
xyz,FS,SAN JOSE,2015622_080,04/03/2009, 4 , 3 , 10 , FALSO , NO ,Miercoles,19,ND,324,58,medio,
xyz,FS,SAN JOSE,2015622_080,05/03/2009, 5 , 3 , 10 , FALSO , NO ,Jueves,21,ND,350,56,medio,
xyz,FS,SAN JOSE,2015622_080,06/03/2009, 6 , 3 , 10 , FALSO , NO ,Viernes,24,ND,468,98,medio,
xyz,FS,SAN JOSE,2015622_080,07/03/2009, 7 , 3 , 10 , FALSO , NO ,Sabado,24,ND,535,155,alto,
xyz,FS,SAN JOSE,2015622_080,08/03/2009, 8 , 3 , 11 , FALSO , NO ,Domingo,21,ND,488,166,medio,
xyz,FS,SAN JOSE,2015622_080,09/03/2009, 9 , 3 , 11 , FALSO , NO ,Lunes,19,ND,291,46,medio,
xyz,FS,SAN JOSE,2015622_080,10/03/2009, 10 , 3 , 11 , FALSO , NO ,Martes,18,ND,312,48,medio,
xyz,FS,SAN JOSE,2015622_080,11/03/2009, 11 , 3 , 11 , FALSO , NO ,Miercoles,18,ND,318,46,medio,
xyz,FS,SAN JOSE,2015622_080,12/03/2009, 12 , 3 , 11 , FALSO , NO ,Jueves,22,ND,357,58,medio,
xyz,FS,SAN JOSE,2015622_080,13/03/2009, 13 , 3 , 11 , VERDADERO , NO ,Viernes,24,ND,508,109,alto,
xyz,FS,SAN JOSE,2015622_080,14/03/2009, 14 , 3 , 11 , VERDADERO , NO ,Sabado,24,ND,583,166,alto,
xyz,FS,SAN JOSE,2015622_080,15/03/2009, 15 , 3 , 12 , VERDADERO , NO ,Domingo,21,ND,492,190,medio,
xyz,FS,SAN JOSE,2015622_080,16/03/2009, 16 , 3 , 12 , VERDADERO , NO ,Lunes,18,ND,319,50,medio,
xyz,FS,SAN JOSE,2015622_080,17/03/2009, 17 , 3 , 12 , VERDADERO , NO ,Martes,18,ND,326,59,medio,
xyz,FS,SAN JOSE,2015622_080,18/03/2009, 18 , 3 , 12 , FALSO , NO ,Miercoles,19,ND,334,55,medio,
xyz,FS,SAN JOSE,2015622_080,19/03/2009, 19 , 3 , 12 , FALSO , NO ,Jueves,22,ND,323,51,medio,
xyz,FS,SAN JOSE,2015622_080,20/03/2009, 20 , 3 , 12 , FALSO , NO ,Viernes,24,ND,462,96,medio,
xyz,FS,SAN JOSE,2015622_080,21/03/2009, 21 , 3 , 12 , FALSO , NO ,Sabado,23,ND,567,155,alto,
xyz,FS,SAN JOSE,2015622_080,22/03/2009, 22 , 3 , 13 , FALSO , NO ,Domingo,20,ND,461,159,medio,
xyz,FS,SAN JOSE,2015622_080,23/03/2009, 23 , 3 , 13 , FALSO , NO ,Lunes,18,ND,281,42,medio,
xyz,FS,SAN JOSE,2015622_080,24/03/2009, 24 , 3 , 13 , FALSO , NO ,Martes,18,ND,291,49,medio,
xyz,FS,SAN JOSE,2015622_080,25/03/2009, 25 , 3 , 13 , FALSO , NO ,Miercoles,19,ND,327,55,medio,
xyz,FS,SAN JOSE,2015622_080,26/03/2009, 26 , 3 , 13 , FALSO , NO ,Jueves,22,ND,347,64,medio,
xyz,FS,SAN JOSE,2015622_080,27/03/2009, 27 , 3 , 13 , FALSO , NO ,Viernes,24,ND,492,99,medio,
xyz,FS,SAN JOSE,2015622_080,28/03/2009, 28 , 3 , 13 , VERDADERO , NO ,Sabado,24,ND,495,133,medio,
xyz,FS,SAN JOSE,2015622_080,29/03/2009, 29 , 3 , 14 , VERDADERO , NO ,Domingo,21,ND,486,174,medio,
xyz,FS,SAN JOSE,2015622_080,30/03/2009, 30 , 3 , 14 , VERDADERO , NO ,Lunes,18,ND,299,47,medio,
xyz,FS,SAN JOSE,2015622_080,31/03/2009, 31 , 3 , 14 , VERDADERO , NO ,Martes,19,ND,330,57,medio,
xyz,FS,SAN JOSE,2015622_080,01/04/2009, 1 , 4 , 14 , VERDADERO , NO ,Miercoles,18,ND,348,58,medio,
xyz,FS,SAN JOSE,2015622_080,02/04/2009, 2 , 4 , 14 , VERDADERO , NO ,Jueves,22,ND,369,63,medio,
xyz,FS,SAN JOSE,2015622_080,03/04/2009, 3 , 4 , 14 , VERDADERO , NO ,Viernes,24,ND,487,99,medio,
xyz,FS,SAN JOSE,2015622_080,04/04/2009, 4 , 4 , 14 , FALSO , NO ,Sabado,24,ND,578,177,alto,
xyz,FS,SAN JOSE,2015622_080,05/04/2009, 5 , 4 , 15 , FALSO , NO ,Domingo,21,ND,490,171,medio,
xyz,FS,SAN JOSE,2015622_080,06/04/2009, 6 , 4 , 15 , FALSO , NO ,Lunes,18,ND,359,81,medio,
xyz,FS,SAN JOSE,2015622_080,07/04/2009, 7 , 4 , 15 , FALSO , NO ,Martes,19,ND,366,91,medio,
xyz,FS,SAN JOSE,2015622_080,08/04/2009, 8 , 4 , 15 , FALSO , NO ,Miercoles,19,ND,395,99,medio,
xyz,FS,SAN JOSE,2015622_080,09/04/2009, 9 , 4 , 15 , FALSO , Feriado ,Jueves,16,ND,293,79,medio,
xyz,FS,SAN JOSE,2015622_080,10/04/2009, 10 , 4 , 15 , FALSO , Feriado ,Viernes,15,ND,268,65,medio,
xyz,FS,SAN JOSE,2015622_080,11/04/2009, 11 , 4 , 15 , FALSO , Feriado ,Sabado,23,ND,400,129,medio,
xyz,FS,SAN JOSE,2015622_080,12/04/2009, 12 , 4 , 16 , FALSO , NO ,Domingo,20,ND,420,145,medio,
xyz,FS,SAN JOSE,2015622_080,13/04/2009, 13 , 4 , 16 , VERDADERO , NO ,Lunes,19,ND,290,52,medio,
xyz,FS,SAN JOSE,2015622_080,14/04/2009, 14 , 4 , 16 , VERDADERO , NO ,Martes,19,ND,320,62,medio,
xyz,FS,SAN JOSE,2015622_080,15/04/2009, 15 , 4 , 16 , VERDADERO , NO ,Miercoles,19,ND,358,86,medio,
xyz,FS,SAN JOSE,2015622_080,16/04/2009, 16 , 4 , 16 , VERDADERO , NO ,Jueves,22,ND,381,82,medio,
xyz,FS,SAN JOSE,2015622_080,17/04/2009, 17 , 4 , 16 , VERDADERO , NO ,Viernes,24,ND,484,121,medio,
xyz,FS,SAN JOSE,2015622_080,18/04/2009, 18 , 4 , 16 , FALSO , NO ,Sabado,24,ND,606,205,alto,
xyz,FS,SAN JOSE,2015622_080,19/04/2009, 19 , 4 , 17 , FALSO , NO ,Domingo,19,ND,499,211,medio,
xyz,FS,SAN JOSE,2015622_080,20/04/2009, 20 , 4 , 17 , FALSO , NO ,Lunes,18,ND,271,84,medio,
xyz,FS,SAN JOSE,2015622_080,21/04/2009, 21 , 4 , 17 , FALSO , NO ,Martes,18,ND,300,50,medio,
xyz,FS,SAN JOSE,2015622_080,22/04/2009, 22 , 4 , 17 , FALSO , NO ,Miercoles,18,ND,388,64,medio,
xyz,FS,SAN JOSE,2015622_080,23/04/2009, 23 , 4 , 17 , FALSO , NO ,Jueves,22,ND,362,70,medio,
xyz,FS,SAN JOSE,2015622_080,24/04/2009, 24 , 4 , 17 , FALSO , NO ,Viernes,24,ND,481,122,medio,
xyz,FS,SAN JOSE,2015622_080,25/04/2009, 25 , 4 , 17 , FALSO , NO ,Sabado,23,ND,582,187,alto,
xyz,FS,SAN JOSE,2015622_080,26/04/2009, 26 , 4 , 18 , FALSO , NO ,Domingo,20,ND,493,188,medio,
xyz,FS,SAN JOSE,2015622_080,27/04/2009, 27 , 4 , 18 , FALSO , NO ,Lunes,19,ND,283,59,medio,
xyz,FS,SAN JOSE,2015622_080,28/04/2009, 28 , 4 , 18 , VERDADERO , NO ,Martes,19,ND,341,70,medio,
xyz,FS,SAN JOSE,2015622_080,29/04/2009, 29 , 4 , 18 , VERDADERO , NO ,Miercoles,18,ND,332,58,medio,
xyz,FS,SAN JOSE,2015622_080,30/04/2009, 30 , 4 , 18 , VERDADERO , NO ,Jueves,22,ND,496,95,medio,
xyz,FS,SAN JOSE,2015622_080,01/05/2009, 1 , 5 , 18 , VERDADERO , Feriado ,Viernes,24,ND,541,168,alto,
xyz,FS,SAN JOSE,2015622_080,02/05/2009, 2 , 5 , 18 , VERDADERO , NO ,Sabado,24,ND,522,163,alto,
xyz,FS,SAN JOSE,2015622_080,03/05/2009, 3 , 5 , 19 , VERDADERO , NO ,Domingo,21,ND,446,169,medio,
xyz,FS,SAN JOSE,2015622_080,04/05/2009, 4 , 5 , 19 , FALSO , NO ,Lunes,17,ND,296,53,medio,
xyz,FS,SAN JOSE,2015622_080,05/05/2009, 5 , 5 , 19 , FALSO , NO ,Martes,18,ND,306,58,medio,
xyz,FS,SAN JOSE,2015622_080,06/05/2009, 6 , 5 , 19 , FALSO , NO ,Miercoles,19,ND,325,71,medio,
xyz,FS,SAN JOSE,2015622_080,07/05/2009, 7 , 5 , 19 , FALSO , NO ,Jueves,22,ND,357,79,medio,
xyz,FS,SAN JOSE,2015622_080,08/05/2009, 8 , 5 , 19 , FALSO , NO ,Viernes,24,ND,466,140,medio,
xyz,FS,SAN JOSE,2015622_080,09/05/2009, 9 , 5 , 19 , FALSO , NO ,Sabado,24,ND,606,240,alto,
xyz,FS,SAN JOSE,2015622_080,10/05/2009, 10 , 5 , 20 , FALSO , NO ,Domingo,21,ND,504,223,alto,
xyz,FS,SAN JOSE,2015622_080,11/05/2009, 11 , 5 , 20 , FALSO , NO ,Lunes,18,ND,284,61,medio,
xyz,FS,SAN JOSE,2015622_080,12/05/2009, 12 , 5 , 20 , FALSO , NO ,Martes,19,ND,290,70,medio,
xyz,FS,SAN JOSE,2015622_080,13/05/2009, 13 , 5 , 20 , VERDADERO , NO ,Miercoles,19,ND,328,80,medio,
xyz,FS,SAN JOSE,2015622_080,14/05/2009, 14 , 5 , 20 , VERDADERO , NO ,Jueves,21,ND,390,101,medio,
xyz,FS,SAN JOSE,2015622_080,15/05/2009, 15 , 5 , 20 , VERDADERO , NO ,Viernes,23,ND,594,172,alto,
xyz,FS,SAN JOSE,2015622_080,16/05/2009, 16 , 5 , 20 , VERDADERO , NO ,Sabado,24,ND,713,252,alto,
xyz,FS,SAN JOSE,2015622_080,17/05/2009, 17 , 5 , 21 , VERDADERO , NO ,Domingo,21,ND,541,228,alto,
xyz,FS,SAN JOSE,2015622_080,18/05/2009, 18 , 5 , 21 , FALSO , NO ,Lunes,18,ND,347,72,medio,
xyz,FS,SAN JOSE,2015622_080,19/05/2009, 19 , 5 , 21 , FALSO , NO ,Martes,19,ND,351,70,medio,
xyz,FS,SAN JOSE,2015622_080,20/05/2009, 20 , 5 , 21 , FALSO , NO ,Miercoles,18,ND,386,79,medio,
xyz,FS,SAN JOSE,2015622_080,21/05/2009, 21 , 5 , 21 , FALSO , NO ,Jueves,22,ND,403,77,medio,
xyz,FS,SAN JOSE,2015622_080,22/05/2009, 22 , 5 , 21 , FALSO , NO ,Viernes,24,ND,520,136,alto,
xyz,FS,SAN JOSE,2015622_080,23/05/2009, 23 , 5 , 21 , FALSO , NO ,Sabado,24,ND,643,244,alto,
xyz,FS,SAN JOSE,2015622_080,24/05/2009, 24 , 5 , 22 , FALSO , NO ,Domingo,21,ND,580,253,alto,
xyz,FS,SAN JOSE,2015622_080,25/05/2009, 25 , 5 , 22 , FALSO , NO ,Lunes,18,ND,330,65,medio,
xyz,FS,SAN JOSE,2015622_080,26/05/2009, 26 , 5 , 22 , FALSO , NO ,Martes,19,ND,343,59,medio,
xyz,FS,SAN JOSE,2015622_080,27/05/2009, 27 , 5 , 22 , FALSO , NO ,Miercoles,18,ND,370,71,medio,
xyz,FS,SAN JOSE,2015622_080,28/05/2009, 28 , 5 , 22 , VERDADERO , NO ,Jueves,22,ND,438,97,medio,
xyz,FS,SAN JOSE,2015622_080,29/05/2009, 29 , 5 , 22 , VERDADERO , NO ,Viernes,24,ND,571,143,alto,
xyz,FS,SAN JOSE,2015622_080,30/05/2009, 30 , 5 , 22 , VERDADERO , NO ,Sabado,24,ND,688,259,alto,
xyz,FS,SAN JOSE,2015622_080,31/05/2009, 31 , 5 , 23 , VERDADERO , NO ,Domingo,21,ND,599,271,alto,
xyz,FS,SAN JOSE,2015622_080,01/06/2009, 1 , 6 , 23 , VERDADERO , NO ,Lunes,19,ND,355,76,medio,
xyz,FS,SAN JOSE,2015622_080,02/06/2009, 2 , 6 , 23 , VERDADERO , NO ,Martes,19,ND,400,76,medio,
xyz,FS,SAN JOSE,2015622_080,03/06/2009, 3 , 6 , 23 , VERDADERO , NO ,Miercoles,19,ND,391,74,medio,
xyz,FS,SAN JOSE,2015622_080,04/06/2009, 4 , 6 , 23 , FALSO , NO ,Jueves,21,ND,427,79,medio,
xyz,FS,SAN JOSE,2015622_080,05/06/2009, 5 , 6 , 23 , FALSO , NO ,Viernes,24,ND,537,110,alto,
xyz,FS,SAN JOSE,2015622_080,06/06/2009, 6 , 6 , 23 , FALSO , NO ,Sabado,24,ND,670,216,alto,
xyz,FS,SAN JOSE,2015622_080,07/06/2009, 7 , 6 , 24 , FALSO , NO ,Domingo,21,ND,588,227,alto,
xyz,FS,SAN JOSE,2015622_080,08/06/2009, 8 , 6 , 24 , FALSO , NO ,Lunes,18,ND,343,61,medio,
xyz,FS,SAN JOSE,2015622_080,09/06/2009, 9 , 6 , 24 , FALSO , NO ,Martes,19,ND,345,65,medio,
xyz,FS,SAN JOSE,2015622_080,10/06/2009, 10 , 6 , 24 , FALSO , NO ,Miercoles,19,ND,365,59,medio,
xyz,FS,SAN JOSE,2015622_080,11/06/2009, 11 , 6 , 24 , FALSO , NO ,Jueves,22,ND,389,66,medio,
xyz,FS,SAN JOSE,2015622_080,12/06/2009, 12 , 6 , 24 , FALSO , NO ,Viernes,22,ND,543,118,alto,
xyz,FS,SAN JOSE,2015622_080,13/06/2009, 13 , 6 , 24 , VERDADERO , NO ,Sabado,24,ND,625,205,alto,
xyz,FS,SAN JOSE,2015622_080,14/06/2009, 14 , 6 , 25 , VERDADERO , NO ,Domingo,22,ND,569,221,alto,
xyz,FS,SAN JOSE,2015622_080,15/06/2009, 15 , 6 , 25 , VERDADERO , NO ,Lunes,18,ND,374,66,medio,
xyz,FS,SAN JOSE,2015622_080,16/06/2009, 16 , 6 , 25 , VERDADERO , NO ,Martes,19,ND,372,64,medio,
xyz,FS,SAN JOSE,2015622_080,17/06/2009, 17 , 6 , 25 , VERDADERO , NO ,Miercoles,19,ND,397,70,medio,
xyz,FS,SAN JOSE,2015622_080,18/06/2009, 18 , 6 , 25 , FALSO , NO ,Jueves,22,ND,406,79,medio,
xyz,FS,SAN JOSE,2015622_080,19/06/2009, 19 , 6 , 25 , FALSO , NO ,Viernes,24,ND,556,116,alto,
xyz,FS,SAN JOSE,2015622_080,20/06/2009, 20 , 6 , 25 , FALSO , NO ,Sabado,23,ND,601,201,alto,
xyz,FS,SAN JOSE,2015622_080,21/06/2009, 21 , 6 , 26 , FALSO , NO ,Domingo,22,ND,499,168,medio,
xyz,FS,SAN JOSE,2015622_080,22/06/2009, 22 , 6 , 26 , FALSO , NO ,Lunes,19,ND,362,59,medio,
xyz,FS,SAN JOSE,2015622_080,23/06/2009, 23 , 6 , 26 , FALSO , NO ,Martes,18,ND,321,50,medio,
xyz,FS,SAN JOSE,2015622_080,24/06/2009, 24 , 6 , 26 , FALSO , NO ,Miercoles,19,ND,353,55,medio,
xyz,FS,SAN JOSE,2015622_080,25/06/2009, 25 , 6 , 26 , FALSO , NO ,Jueves,22,ND,418,79,medio,
xyz,FS,SAN JOSE,2015622_080,26/06/2009, 26 , 6 , 26 , FALSO , NO ,Viernes,23,ND,578,100,alto,
xyz,FS,SAN JOSE,2015622_080,27/06/2009, 27 , 6 , 26 , FALSO , NO ,Sabado,24,ND,624,167,alto,
xyz,FS,SAN JOSE,2015622_080,28/06/2009, 28 , 6 , 27 , VERDADERO , NO ,Domingo,21,ND,525,173,alto,
xyz,FS,SAN JOSE,2015622_080,29/06/2009, 29 , 6 , 27 , VERDADERO , NO ,Lunes,18,ND,359,75,medio,
xyz,FS,SAN JOSE,2015622_080,30/06/2009, 30 , 6 , 27 , VERDADERO , NO ,Martes,19,ND,418,91,medio,
xyz,FS,SAN JOSE,2015622_080,01/07/2009, 1 , 7 , 27 , VERDADERO , NO ,Miercoles,19,ND,458,118,medio,
xyz,FS,SAN JOSE,2015622_080,02/07/2009, 2 , 7 , 27 , VERDADERO , NO ,Jueves,22,ND,482,158,medio,
xyz,FS,SAN JOSE,2015622_080,03/07/2009, 3 , 7 , 27 , VERDADERO , NO ,Viernes,24,ND,564,249,alto,
xyz,FS,SAN JOSE,2015622_080,04/07/2009, 4 , 7 , 27 , FALSO , NO ,Sabado,24,ND,703,252,alto,
xyz,FS,SAN JOSE,2015622_080,05/07/2009, 5 , 7 , 28 , FALSO , NO ,Domingo,19,ND,573,262,alto,
xyz,FS,SAN JOSE,2015622_080,06/07/2009, 6 , 7 , 28 , FALSO , NO ,Lunes,19,ND,410,112,medio,
xyz,FS,SAN JOSE,2015622_080,07/07/2009, 7 , 7 , 28 , FALSO , NO ,Martes,18,ND,433,134,medio,
xyz,FS,SAN JOSE,2015622_080,08/07/2009, 8 , 7 , 28 , FALSO , NO ,Miercoles,19,ND,442,150,medio,
xyz,FS,SAN JOSE,2015622_080,09/07/2009, 9 , 7 , 28 , FALSO , NO ,Jueves,22,ND,502,157,alto,
xyz,FS,SAN JOSE,2015622_080,10/07/2009, 10 , 7 , 28 , FALSO , NO ,Viernes,24,ND,547,163,alto,
xyz,FS,SAN JOSE,2015622_080,11/07/2009, 11 , 7 , 28 , FALSO , NO ,Sabado,24,ND,665,248,alto,
xyz,FS,SAN JOSE,2015622_080,12/07/2009, 12 , 7 , 29 , FALSO , NO ,Domingo,20,ND,614,315,alto,
xyz,FS,SAN JOSE,2015622_080,13/07/2009, 13 , 7 , 29 , VERDADERO , NO ,Lunes,19,ND,427,127,medio,
xyz,FS,SAN JOSE,2015622_080,14/07/2009, 14 , 7 , 29 , VERDADERO , NO ,Martes,19,ND,493,172,medio,
xyz,FS,SAN JOSE,2015622_080,15/07/2009, 15 , 7 , 29 , VERDADERO , NO ,Miercoles,19,ND,485,166,medio,
xyz,FS,SAN JOSE,2015622_080,16/07/2009, 16 , 7 , 29 , VERDADERO , NO ,Jueves,22,ND,543,169,alto,
xyz,FS,SAN JOSE,2015622_080,17/07/2009, 17 , 7 , 29 , VERDADERO , NO ,Viernes,24,ND,617,191,alto,
xyz,FS,SAN JOSE,2015622_080,18/07/2009, 18 , 7 , 29 , FALSO , NO ,Sabado,24,ND,682,247,alto,
xyz,FS,SAN JOSE,2015622_080,19/07/2009, 19 , 7 , 30 , FALSO , NO ,Domingo,21,ND,620,249,alto,
xyz,FS,SAN JOSE,2015622_080,20/07/2009, 20 , 7 , 30 , FALSO , NO ,Lunes,18,ND,398,94,medio,
xyz,FS,SAN JOSE,2015622_080,21/07/2009, 21 , 7 , 30 , FALSO , NO ,Martes,19,ND,393,104,medio,
xyz,FS,SAN JOSE,2015622_080,22/07/2009, 22 , 7 , 30 , FALSO , NO ,Miercoles,18,ND,435,116,medio,
xyz,FS,SAN JOSE,2015622_080,23/07/2009, 23 , 7 , 30 , FALSO , NO ,Jueves,22,ND,448,112,medio,
